"","DV_Y","E1","E2","E3","E4","E5","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15"
"55",102.501794479302,-0.0425007665500571,0.885661705865061,0.73460704596716,-0.0671785173564601,0.898588281710421,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1
"56",101.35292322487,-0.0839125560586391,0.334081108041084,-1.57916624051674,0.00286087669804297,-1.65961940686267,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0
"57",99.753301904418,0.478506125727955,-0.00936751917855087,-0.987177242875897,-0.387365808479015,-0.26914113609533,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"58",101.076965487042,0.906651687520007,1.04319628521037,-0.508586760907391,-0.270706887056638,3.12200420050244,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0
"59",104.924756575502,-0.576301465980124,1.34225210972563,1.1425881283801,-0.676354452250738,-0.45358179461012,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"60",99.8585387035508,1.35844526506802,-0.344783256555331,0.425672459586392,0.735727377210094,-0.497641905352211,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1
"61",97.2333419770494,0.0521906655660213,-1.78552299035535,0.721564518021633,-0.127843556924519,1.09811771882755,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0
"62",102.184655853351,-0.15248731480118,1.48005915813217,-2.52199013314783,-0.626069771023598,1.71145714211139,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0
"63",98.5813747732143,0.0293110508544143,-0.667959044825255,0.478041760677285,1.23158761259663,1.6754065342054,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1
"64",100.330180417614,1.08932239055572,-0.15249843163705,0.40870771870328,0.524128406411238,0.842189670300678,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0
"65",99.683720693331,-0.713256118989514,-0.00726995093730602,1.65225324031944,-0.898674843809995,-1.26570969782418,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0
"66",103.175878022132,1.17469959062699,1.31106713783706,-1.00156267795202,-0.986555190672422,-0.400964156237905,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1
"67",101.997964590604,0.88305156891968,1.21327093451464,-0.703715708406548,0.149406861029869,-0.412108965863135,0,1,0,1,1,1,1,1,0,1,1,0,0,1,1
"68",100.47453375679,-1.48117290783537,-0.515343621154708,-1.89272660437328,-0.209479630922372,0.37352758659797,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1
"69",100.207571943908,0.197166457916562,0.771066870173461,-1.24538669827731,-1.69985866450241,0.761554515978518,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0
"70",101.089653021677,0.494732081620977,-0.193269074106148,0.958999130857651,-1.67935726006963,-0.267514312863042,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1
"71",101.497795536008,-0.42915323968983,1.22904523399751,-0.0469925033054536,0.761930738605107,0.27938262907175,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1
"72",102.301939499065,-1.52479989249605,0.263141913279478,1.23858470872074,0.171950979532135,-0.230590764295913,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1
"73",103.911244352484,0.500214568330937,2.55637558765257,-0.594228014618685,0.470881147157233,0.21912310966609,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0
"74",101.220379990077,0.872805806013071,0.581940627305614,0.780660663992424,1.07463960409183,-0.624916604186012,0,0,0,0,1,0,0,1,1,0,1,0,1,1,0
"75",99.9507494962289,1.39111343486211,-0.633229893859944,-0.126790564999556,0.681148427748768,-0.58804815420239,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
"76",99.2817052660529,-0.195213511219152,-0.784688748319874,1.67707192707547,0.126449289140167,-1.43208680768118,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1
"77",100.919933739611,-0.62550011820203,0.267343070313683,-0.233764760750068,0.57269318778698,0.429218486886399,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0
"78",102.097903890075,-0.93528264131306,0.7933803087767,0.949914955538437,0.739136283249947,2.80174439703339,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
"79",100.13053973051,-0.412819043730019,-1.48672252480835,-2.78492647191679,-0.178967335489747,1.03629269193029,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1
"80",100.323131858318,-2.49616190243778,0.672927128717764,0.137415264421307,1.04064581973306,0.235692738658464,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1
"81",99.5241026245329,0.335420999702861,-0.601634900819408,0.433624703362893,-1.09735984411895,-1.37449792986476,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1
"82",99.6838963168456,0.38218704927906,-0.477894385143021,0.239145840767971,1.55745350824328,1.00252281912246,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0
"83",98.6364964216069,-1.29643480421692,-0.226842955291497,1.86166544955856,0.432873254328218,0.795495081240267,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0
"84",98.1808643361637,1.6459339910868,-2.1282377145362,1.17316139179836,0.0983351884712808,1.84546492417959,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1
"85",100.035753890049,0.622689611339503,-0.634196824307634,-0.382407276164059,-1.71221718899438,-0.516330315073546,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1
"86",101.331156885332,1.27336859235419,-0.171987581963824,0.158267692750034,-0.337547221075605,1.23010852080708,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0
"87",98.362846112145,-0.240483749354705,-0.646829780922248,0.917162663893271,1.12017284934893,0.786242452638454,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0
"88",102.654686942898,-0.882146833094048,-0.764811234757051,-1.55808384176572,-1.76997336385659,0.644080131627762,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0
"89",102.806032768572,-0.553540282756713,0.89827870012913,-0.11809129570348,-0.531135569973867,2.69581141979246,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0
"90",99.603304692595,0.115521524373942,-1.81044570503184,-0.0934069717585321,-0.889924330798251,0.204328314019789,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1
"91",102.347283154744,-1.16512925272346,0.920020989984375,-0.141221176454752,1.71300962813913,-0.665228532398988,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1
"92",101.479274511225,-1.18210757054868,0.840821483552837,-0.919559445258609,-0.119352419284489,-0.635563222293622,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
"93",98.931351312454,0.187577286001529,-0.291094683919427,-0.459557777350021,0.195849786094851,-1.26090932635496,1,0,1,1,0,0,1,0,0,0,1,0,1,1,0
"94",99.5118523845267,-0.763189961354303,-0.967754697118139,1.81034451744814,0.353041989646902,-0.550473812592118,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1
"95",98.9597445933871,0.609035450360672,-0.353339119637728,0.354324831227511,0.0706637184790796,-0.364461382193733,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1
"96",98.8406484883103,1.01611229943724,-1.57451893440052,0.805717880945617,1.14584683470715,1.33745165608068,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1
"97",98.8526509820543,1.36175087868681,-1.41372935838137,1.1740208912766,-1.68055977353017,-0.124722458263669,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1
"98",102.240930095,-0.92845651468134,0.627012278280429,0.0632959603717273,0.219086503861115,-1.44091333704736,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0
"99",98.5833018328356,0.213808528712882,-2.57248231052857,-0.372199108538605,0.859612920769585,0.866191444338049,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
"100",98.8618201977868,-1.70910505258019,-0.760966888167414,1.16070036254343,0.194026836704974,-1.29036416333749,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
"101",98.2728497289968,1.56935071278462,-1.04775438036464,0.684472975668856,-0.421919557566918,0.983180636348828,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0
"102",100.307273610444,-0.346968400602204,-0.517582197042274,0.0762866498460332,-0.123616658115744,1.46749335631692,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0
"103",99.4530941078854,-0.209741764947287,-0.640008301283194,0.245840610656253,-1.33646139478819,-0.449595764900391,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1
"104",100.481136667376,-0.549493225880413,0.146833216057929,0.795286680441793,0.218398475687998,-0.0421262766202897,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1
"105",102.529000399498,1.25015192306782,1.57097856396207,1.0681455217863,0.756419440664256,-2.10567994325434,0,0,1,0,1,1,1,1,0,1,1,0,0,1,1
"106",102.512843318754,-0.549822784770604,0.106019498044748,-0.953575288969392,1.26938508519963,-0.82354520769945,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
"107",100.670119772418,1.14436221515417,0.252541556577531,0.0252149196092172,1.15242676184859,0.743876507387595,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1
"108",99.7281438120754,-1.42484695225809,0.573268921956689,-0.5538633978791,0.836775597134915,0.453674854953471,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1
"109",99.8411149783842,-0.540228045158984,-0.859593574060238,0.555077078644776,0.51767636223652,-0.247302609267305,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1
"110",102.818485763029,-1.19412307318899,0.261334328279634,-0.743630406544023,-0.403441302564552,-0.500073665325919,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1
"111",100.893062079802,-0.495688541304753,0.234733396478797,-1.57691492306866,-0.934619018086429,0.641016818013465,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1
"112",98.8315214405292,0.0963568729394348,-0.766061673977981,-0.0693314478878014,-0.53727860273877,0.461815819434586,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
"113",98.4648232431159,-0.997290485213822,-0.347622960883413,-0.448833552218692,0.0217961200408845,-0.775612245243661,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1
"114",101.133622553823,0.106251283890083,1.47307271645424,0.331217206217986,1.27446137617359,-0.332173677729962,1,1,0,1,0,1,0,1,0,0,1,1,1,0,0
"115",101.624242732525,-1.24757881546396,1.04640350685315,0.137034807532458,0.00435057799013735,-0.169311515171113,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1
"116",101.865335357397,-0.617161486631383,0.414391143745609,0.191605274931469,0.45470042299219,0.172664922491971,1,1,0,0,1,1,0,1,1,0,0,0,0,1,1
"117",100.982108852675,-0.294899147944285,0.190262713885463,0.511373900457903,-0.267834978115199,-0.343247858934044,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1
"118",99.6807860371999,-0.180348857015135,-0.241304544390231,-0.748334982838017,-0.95334617733236,-0.0486501038267609,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1
"119",101.354931139936,-0.779191746409757,1.14089774598719,0.0401110504460584,-1.01536971452655,0.242615097275224,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
"120",99.9380174579972,1.31859096540182,-0.523386363249188,-0.360262721177469,0.572742627903196,-1.06091395206648,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1
"121",98.0802880386585,-0.287267259897974,-1.42005773030521,-0.165457858875104,0.168562541237686,-0.763167790008106,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
"122",98.5897007050607,1.5371152553276,-1.3366447135438,0.987499768434857,-0.379386583225843,-0.150301774095579,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1
"123",103.355150283417,0.869532242514976,1.86488700987731,-0.477235264756333,-0.766664356169261,-1.02077782666974,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1
"124",101.171504612733,0.349266561417055,0.708928720051672,-0.405815480038937,-0.143083747265631,-1.35024139128488,0,1,1,1,0,0,1,1,1,0,1,1,1,1,0
"125",101.161461731367,-1.33310446785051,0.552926721948543,0.0137461943672167,1.97531533806225,-1.14863883809039,1,1,1,0,0,1,0,0,1,0,1,1,1,0,0
"126",101.567571857472,-2.50728818907634,1.48314462226107,0.0337195163347687,1.24959945660634,0.0969305619014634,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0
"127",99.4661680720729,-0.183832129868334,-0.855584018931003,0.634373862443948,-0.093274987078147,-1.0209779496192,1,0,0,1,1,0,1,1,1,0,0,0,1,1,1
"128",102.159542333667,-0.955777932407284,1.07757815521676,0.493684312898526,1.2279547356347,0.446566415025049,1,1,1,1,0,0,0,0,0,1,1,1,0,1,0
"129",100.357818602249,-0.432706230982289,-0.624511825669512,-0.989768974676444,0.734183338118265,-0.336381671165359,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0
"130",101.947365339466,-0.0186988988229735,1.06644687163375,-0.201058461892215,1.14421564745932,0.304748799724116,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1
"131",98.8246287918843,-0.198815971364648,-0.0977676424142778,-0.406506547838315,-0.842602828147927,1.06120134558345,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1
"132",101.32903318363,-0.536941105645479,0.351618108361451,-1.44531917777142,-0.357106133446082,0.269864252948631,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1
"133",100.795287021915,0.033927095369739,-0.831276221672528,-0.707311193556862,0.415233529809812,0.206788193612243,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0
"134",102.686595300776,-0.558043798483818,2.0244071619422,0.852836049421902,-0.318016732991096,-1.4847961045943,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1
"135",102.118128380372,0.932510381154916,-0.45943676419199,-2.10995588178656,-0.777036007097574,-0.608706365940862,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1
"136",101.575773398787,0.958837779211547,0.704546838991224,0.534668266576583,0.486205958523287,0.596810537954351,1,1,0,0,1,0,1,0,0,0,0,1,1,1,0
"137",100.646881775172,-1.05327786864689,0.588007192996067,1.76459731461676,-2.45742469397385,-0.203334326510828,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0
"138",102.140242498812,-0.564416759156668,1.52712119854148,0.846632075561027,-0.380776074694474,-0.162898858136828,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1
"139",100.522840851196,-1.17261343999503,-0.2579120153734,0.986632752645164,0.438944235331864,-1.16210871515713,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0
"140",101.461782853681,-0.305434625648584,-0.00319850883936692,-0.248151105609478,0.470716618383932,-0.721843595789582,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0
"141",101.643477600524,0.578640354261752,1.16803382382792,0.452974899965316,-0.939432586877612,0.537794772190361,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1
"142",101.213342091479,1.87691910484478,-0.324226732833351,1.06046291354812,-0.134211599763163,-0.248575183767991,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
"143",97.5381017356432,-1.36357559145715,-1.9686107205909,2.26552405629948,0.919624771906911,-1.09214758144315,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0
"144",103.576027099662,-0.457456731078868,1.04825651590094,1.15661644680323,-0.310562114544944,-0.0851292508125798,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0
"145",98.9600500736164,-0.270592215752627,-0.686241506894521,1.03026860295775,-2.1281632158189,0.628423537074661,1,1,1,0,0,1,1,1,1,1,0,0,1,1,0
"146",100.315622814731,-1.39361944694392,-0.0331079276120609,0.730794323855298,0.724659328265247,1.55921683536186,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0
"147",101.087245018621,0.0581103896837123,-0.45278762625817,-0.244210013278763,0.187380183133664,1.26548336430343,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
"148",100.312857274112,-1.08281578400515,0.668671583551477,-0.645679570101559,-0.0137401036407487,-1.41299519018792,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1
"149",99.1783205619952,0.745224274773683,-0.984628151845544,-0.714102178561471,-0.528024649971971,0.395154291869757,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0
"150",99.6186489514154,0.341146024163713,-0.212100904054818,-0.631942769294535,0.572672447819053,-1.43573602673638,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"151",99.8903253659305,0.457548942758519,0.785642228888634,2.87371729937158,0.00290942898374073,1.11253205377996,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1
"152",102.538547113252,-0.0156229645809364,1.25921256434916,1.63860411536991,-0.692425502199145,-0.470891297675173,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0
"153",99.9616875652387,0.675174753321865,-0.366883733131804,-0.307193032869161,-1.14601645292562,0.113434295895599,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1
"154",100.966952774272,-0.281086519113575,-0.720448061595527,1.62470994765122,1.76176336115838,0.0233287321026666,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1
"155",101.927070745886,-1.45057888433721,-0.115255861621633,0.0497337081872582,-0.216793385683916,0.692223137419891,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
"156",101.59844933237,1.72284752197956,1.2103628901994,1.06346919441603,-1.29722560665216,0.0425101522736979,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
"157",101.463646347418,-0.784759231931474,-0.473724487088679,-1.82685806002998,-1.55453307360171,-1.07754575730539,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0
"158",101.97287881722,0.886929032894159,1.19662198224295,-0.633286482740375,-0.664845938951383,-1.96645427833658,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0
"159",99.4060165004597,-1.5238936379701,0.597504175953517,0.724402057825571,0.580817917764325,2.00311313731491,0,0,1,1,1,1,1,0,1,0,0,1,1,1,0
"160",97.9966573012825,0.466571105904322,-1.41805288373158,0.958921476922332,-0.988460082995459,-0.290973909766324,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
"161",101.191354955252,-0.310331851895791,0.131155337477824,1.22477507600091,1.08302933170432,0.706619306296813,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1
"162",101.297388070584,-2.6610978958619,-0.750175890995011,1.00477348003575,-2.1691165659135,-0.204536222686856,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1
"163",99.3535372850714,-1.28412679071551,-0.681909377118367,-0.424274903417649,-0.118943348935067,1.92549759086376,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
"164",101.272145907611,-1.21993438916801,-0.884466552470883,0.8935365403517,1.59223313959242,0.522198220006826,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0
"165",102.203311694371,-1.59051419744816,2.10769971112195,-0.314793341022503,-1.79333095870173,0.365169277240428,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0
"166",96.3007479760793,-0.145615063712071,-0.666186702721778,0.570739460390287,-0.939475075192733,1.25122211126057,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1
